,Tweet,Favourites,Compound,Positive,Neutral,Negative
1500,"Arun Jaitley said that he anticipates a substantial increase in the tax base.

https://t.co/fc60r1Xdng",0,0.4767,0.272,0.728,0.0
1501,Demonetisation Led to 'Great Movement' Towards Digitisation: Finance Minister Arun Jaitley |… https://t.co/cnN5DsVQEc,1,0.6249,0.255,0.745,0.0
1502,"Demonetisation Wrecked that
""Class of Scoundrels"" who thought
Modi Govt wud be akin prev.
CORRUPT CONGRESS Govt

Mahatma Gandhi Arun Jaitley",0,0.0,0.0,1.0,0.0
1503,@Pun_Starr @rahulkanwal @aajtak Naxalism too.. Post demonetization all the naxalites became saints and joined BJP.… https://t.co/rjbmLCCTrd,1,0.0,0.0,1.0,0.0
1504,Demonetisation led to movement towards digitisation: Arun Jaitley https://t.co/X64U14LSf8,0,0.0,0.0,1.0,0.0
1505,The latest The Farra Design Daily! https://t.co/OXVaacCjer Thanks to @veen1983 @estradeindia #demonetization #india,0,0.4926,0.21,0.79,0.0
1506,Demonetization in Manufacturing = IoT https://t.co/7UoHFqOHsl via @mfgtechupdate #Iot #IIot #Industry40 #industrie40,2,0.0,0.0,1.0,0.0
1507,#latestnews Demonetisation led to #39;great movement#39; towards digitisation: Arun Jaitley https://t.co/cxFJYyGcqk https://t.co/pfxrYDABYd,0,0.0,0.0,1.0,0.0
1508,"@narendramodi @RBI Even after #DeMonetisation &amp; #ModiGovt's attempt to go digital, are you still using cash for pay… https://t.co/aQMmxaxRYQ",48,0.0,0.0,1.0,0.0
1509,"Dear Arun Jaitley ji,

If Demonetisation led to great movement towards Digitisation, the credit goes to NONE other than PM @narendramodi",0,0.8519,0.341,0.659,0.0
1510,@mediacrooks @ndtv @IndiaToday @IndianExpress @PrannoyRoyNDTV first demonetisation killed the cash-to-white money l… https://t.co/tQcspL4ROX,31,-0.6705,0.0,0.727,0.273
1511,"Demonetisation led to movement towards digitisation: Arun Jaitley

https://t.co/1EEgx31vv2

via Dailyhunt https://t.co/dgSLeD7yTp",1,0.0,0.0,1.0,0.0
1512,Demonetisation led to great movement towards digitisation: Arun Jaitley       Get #NarendraModi &amp; #BJP #latestnews-… https://t.co/ya3o1Ly0kt,0,0.6249,0.227,0.773,0.0
1513,"#Demonetisation led to great movement towards digitisation: Shri @arunjaitley ji
https://t.co/qotTZ8iXhc https://t.co/2cTaVcu25D",1,0.6249,0.272,0.728,0.0
1514,@batrasanjiv @digvijaya_28 For congis demonetization is a disaster. For others its a masterstroke!! So haw can the… https://t.co/4Vel89lhR4,0,-0.6892,0.0,0.762,0.238
1515,Agriculture markets are largely run through cash which was affected due to disastrous #Demonetisation acted as triggering point #Mandsaur,0,-0.6705,0.0,0.756,0.244
1516,Demonetisation led to #39;great movement#39; towards digitisation: Arun Jaitley https://t.co/ZLEOyBhV8Z #news #india #stock,0,0.0,0.0,1.0,0.0
1517,"@firstpost There could be chaos, worst than demonetization, as taxes have been irrationally applied by our genius finance minister !",0,-0.8932,0.0,0.599,0.401
1518,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/wUBuTfyNgg https://t.co/fbE2TvVa41",0,0.6249,0.291,0.709,0.0
1519,Demonetisation led to #39;great movement#39; towards digitisation: Arun Jaitley:  Asked whether demonetisa https://t.co/9zQnrGf1Dd,0,0.0,0.0,1.0,0.0
1520,@ANI_news .Wasn't Modiji's 'panacea-4-all' n mother of all reforms- #Demonetisation supposed to put an end to this… https://t.co/JY55sq4G2U,1,0.0,0.0,1.0,0.0
1521,Slowdown in economy post DEMONETISATION as reflected in Q4 GDP data is proving disaster for poor&amp; unemployment getting worse&amp; govt sleeping.,0,-0.7906,0.0,0.731,0.269
1522,"@sanjayuvacha #Demonetization
Not the farmers,definitely the opp.leaders!Proof in the instigation!",1,0.0,0.0,1.0,0.0
1523,@joseph11345 @jgopikrishnan70 Demonetization was so badly planned. Country lucky that economy surviving. U will see after effects.,0,0.0023,0.227,0.591,0.181
1524,The government didn't think twice about forcing #Demonetisation down our throats. Why would they care that India is unprepared for GST?,0,0.4939,0.138,0.862,0.0
1525,@ANI_news @Georgekurian4K But @KirenRijiju said that Demonetization had put a stop to fake Indian currency.,0,-0.6486,0.0,0.694,0.306
1526,Possible sir. The DeMonetisation pain will come in instalments. https://t.co/XvhOhiVW1f,5,-0.5106,0.0,0.732,0.268
1527,"#Demonetisation led to 'great movement' towards digitisation: #ArunJaitley

https://t.co/l8ladecAar",11,0.6249,0.339,0.661,0.0
1528,Demonetisation led to ‘great movement’ towards digitisation: Jaitley https://t.co/cDj9s8tjya https://t.co/ThfIKqfT5e,0,0.0,0.0,1.0,0.0
1529,Has demonetization netted any big fish??? https://t.co/PsMDgwfhSy,0,0.0,0.0,1.0,0.0
1530,How #India's #Cash Chaos Is Screwing Over Their Neighbors — Oops! https://t.co/jjwY4K0GEU #economy #trade #politics https://t.co/iH7toKlIu7,4,-0.7088,0.0,0.688,0.312
1531,"Has #DeMonetisation added to farmer's distress and fanned their anger against the government?
 https://t.co/f7l1F609k7",37,-0.7964,0.0,0.628,0.372
1532,"@YouTube and @YTCreators, be careful: violent #montages might get demonetized. https://t.co/LV5L0P3pol",0,-0.5106,0.11,0.621,0.269
1533,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/SPydJeKaEd https://t.co/Jfn8ocWoMU",0,0.6249,0.291,0.709,0.0
1534,"From cash crunch due #demonetisation to price free fall coz of bumper produce, farmers woes.. in MP &amp; #Maharashtra https://t.co/zhDSVAMbNr",0,0.5106,0.148,0.852,0.0
1535,How demonetisation and Aadhaar worsened Indian farmers' plight https://t.co/tpJiSqEynf via @dailyo_,0,-0.4404,0.0,0.775,0.225
1536,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/SdZC47dNuk https://t.co/6mL4WFw4sV",0,0.6249,0.291,0.709,0.0
1537,@AmatyaKautilya That might not be the height of crisis for all we know! But prices of produce have plummeted post d… https://t.co/lJbBwhYsBI,0,-0.6588,0.0,0.827,0.173
1538,How demonetisation and Aadhaar worsened Indian farmers' plight - https://t.co/TGmj7SYbZW #GoogleAlerts,0,-0.4404,0.0,0.756,0.244
1539,On farmers issue MODI SARKAR stands exposed as DEMONETISATION has crippled them as they cudnt sell khariff crops&amp; no money for rabi sowing.,0,-0.3612,0.0,0.857,0.143
1540,#demonetisation- Government allows claimants to get new notes. I report @IndianExpress https://t.co/D18rHDdsZo,2,0.0,0.0,1.0,0.0
1541,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/8OZB2mv05M",0,0.0,0.0,1.0,0.0
1542,"""The first is the demonetisation of high denomination currency notes in November 2016. The second, more recently,... https://t.co/HYkK2hJMjO",0,0.0,0.0,1.0,0.0
1543,@JasumatiPatel @FinancialXpress we shall cross the bridge when we reach at it !! It was smooth sailing during Demonetization also !!,0,0.3111,0.102,0.898,0.0
1544,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/ovaayRRqZT

#Demonetisation https://t.co/PrF6nJxSLo",0,0.6249,0.272,0.728,0.0
1545,Demonetisation and RBI Norms: Sketchy outline: Demonetisation and RBI Norms: Sketchy outline https://t.co/VeBHG57k0Y,0,0.0,0.0,1.0,0.0
1546,Modi can improve India's GDP if he shifts focus from beef and Hindutva to reforms https://t.co/o14vGozFCY … via @dailyo_,0,0.4404,0.146,0.854,0.0
1547,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/zcXGkoOtlP",0,0.0,0.0,1.0,0.0
1548,"Demonetisation led economy towards digitisation, says Arun Jaitley https://t.co/woh9vnEPlf",0,0.0,0.0,1.0,0.0
1549,@Yr_Conscience @ArvindKejriwal Thanks to demonetisation people hoarding black money forced them to pay tax. why this was not mentioned.,0,-0.128,0.124,0.687,0.189
1550,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/2yBM97C7AP
#3yearsofModiGovt https://t.co/fq9yOWXsgA",0,0.6249,0.272,0.728,0.0
1551,"@swati_2016 @Shehla_Rashid And patriots are busy in praising demonetisation, while gdp lowered.",0,0.4588,0.233,0.667,0.1
1552,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/RlF3Mfm71R https://t.co/WXq28peYNR",0,0.6249,0.291,0.709,0.0
1553,"Demonetisation led economy towards digitisation, says Arun Jaitley https://t.co/reDuqIfOrD",0,0.0,0.0,1.0,0.0
1554,"3. #RanveerSingh - Befikre - 10.4Cr(Badly affected by demonetisation)
4. #ArjunKapoor - HG - 9.2Cr
5. #SidharthMalhotra - BBD - 6.7Cr..(2/3)",12,-0.1531,0.0,0.897,0.103
1555,Forget demonetization. India’s central bank is worried about inflation https://t.co/imbT1XaFi0,0,-0.4767,0.0,0.661,0.339
1556,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/s08YElz9EP",0,0.0,0.0,1.0,0.0
1557,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/ezGrPpYnaU",0,0.0,0.0,1.0,0.0
1558,#Demonetisation Effects 😂😂😂 loo bhai padh loo @bhasaby https://t.co/Egul2w6TTv,0,0.0,0.0,1.0,0.0
1559,"@jgopikrishnan70 Gopi, this is only tip of the iceberg in the country. there may be 10000's of like cases till not… https://t.co/GVToHiIQKk",26,0.3612,0.106,0.894,0.0
1560,#socialinnovation #revolution Poetry like prose style site:USSR tackled queuesBut India cant https://t.co/gI3ZyZ7sa1 https://t.co/TrM0nl4KqW,0,0.3612,0.172,0.828,0.0
1561,@RBI how many days u want just to return my 5000 rs in my account #deMonetisation,0,0.0772,0.085,0.915,0.0
1562,"Demonetisation led economy towards digitisation, says Arun Jaitley https://t.co/c9eYdMOZYL #TopNews #India",0,0.0,0.0,1.0,0.0
1563,Positive impact of #Demonetization https://t.co/S7szvwCMrI,4,0.5574,0.474,0.526,0.0
1564,"@narendramodi no clarity on #GST &amp; #DeMonetisation what a rubbish govt u r running, no freedom for a common man to live better life #GST",0,0.7506,0.325,0.53,0.146
1565,Finance minister #ArunJaitley said the government was aware that #demonetisation would cause a cash crunch in India https://t.co/dMKnlTYDgl,12,0.0,0.0,1.0,0.0
1566,@waglenikhil @scroll_in Demonetization is a dead beast. Let's move on.,1,-0.6486,0.0,0.65,0.35
1567,"Demonetisation led to movement towards digitisation, claims Arun Jaitley - https://t.co/BwTS3HxLSo",0,0.0,0.0,1.0,0.0
1568,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/pW07UZFQwm https://t.co/qdRzNJTQkN",0,0.0,0.0,1.0,0.0
1569,"@ShashiTharoor Modi is the most unimaginative,ineffectual,untaught PM ever. He has been pilfering UPA policies&amp;his… https://t.co/mL3sy2S0SR",3,0.0,0.0,1.0,0.0
1570,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/B9djxKYATT",0,0.0,0.0,1.0,0.0
1571,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/osX4waHsor",7,0.0,0.0,1.0,0.0
1572,#KhodiMedia &amp; #GodiMedia will they show the after effects of DeModitisation(Oops! Demonetization) https://t.co/KyBJLmgVOZ,0,0.0,0.0,1.0,0.0
1573,"Demonetisation led to movement towards digitisation, claims Arun Jaitley",0,0.0,0.0,1.0,0.0
1574,Did any media make a story on this most likely conspiracy? Given Jaitley hails #Demonetisation for #Cashless agenda… https://t.co/n0yoXXY1Ex,0,-0.5688,0.0,0.822,0.178
1575,"There is a substantial number of assesses who have been added: Arun Jaitley
https://t.co/3KIJ6LKTTr",0,0.2732,0.22,0.78,0.0
1576,"There is a substantial number of assesses who have been added: Arun Jaitley
https://t.co/3LiHEvcWIY #lazzycow",0,0.2732,0.205,0.795,0.0
1577,@tweeetbro @ShashiTharoor Modi has a surfeit of propaganda&amp;a deficit of ideas.The only original idea… https://t.co/9ydv0MtX8L,0,-0.1027,0.135,0.706,0.159
1578,"#Demonetisation has opened a huge can of worms, and these worms will be dealt one by one. https://t.co/mVaWSfRPSg",2,0.3182,0.126,0.874,0.0
1579,"There is a substantial number of assesses who have been added: Arun Jaitley
https://t.co/ctOjwY4C12",40,0.2732,0.22,0.78,0.0
1580,All wolf r organizing demonetisation in Mandsour @AamAadmiParty @INCIndia @OfficeOfRG @KapilSibal @TimesNow @aajtak @htTweets @PMOIndia,0,0.0,0.0,1.0,0.0
1581,Demonetisation led to 'great and substantial' movement towards economic digitisation: Jait https://t.co/eM76erptR0,0,0.7096,0.371,0.629,0.0
1582,"We pushed #demonetisation without preparation causing chaos and mayhem. Now, we are pushing #GST  without preparation.",1,0.4585,0.167,0.833,0.0
1583,"Arun Jaitley said that he anticipates a substantial increase in the tax base.

https://t.co/JRj92ZE18S",0,0.4767,0.272,0.728,0.0
1584,"@sureshin11 @ShashiTharoor Modi has some tough questions to answer on #DeMonetisation scam; Brila,Sahara bribes&amp;Gas… https://t.co/33gq1TyesL",0,-0.6369,0.0,0.714,0.286
1585,Armchair buffoons say #Demonetisation affected farmers. Farrago of outright lies. Rural economy works on borrowing from shops. Arun Jaitley,0,-0.5267,0.0,0.794,0.206
1586,"What is your take on demonetisation,  Mr Surjit bhalla? https://t.co/6v283Yey1e",0,0.0,0.0,1.0,0.0
1587,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/GaUM8GtdXG https://t.co/6CtZEX6JAG",0,0.6249,0.291,0.709,0.0
1588,"@sunetrac @RavishKumar_ Whn I saw Ravish covering gen elec in UP,thought can I again see him in studio? same during demonetisation! Spirit💐",0,0.0,0.0,1.0,0.0
1589,"Demonetisation led to digitisation of economy: Jaitley
https://t.co/ucBrrGAQ6n",1,0.0,0.0,1.0,0.0
1590,@narendramodi #imp thanks for unearthing 400cr from retired police officer MKR pillai  proud of  govt &amp; these are benefits of demonetisation,0,0.8225,0.323,0.677,0.0
1591,#Demonetisation not only brought digitisation to directly block corruption but also 1Cr new tax payers https://t.co/AwzfoBNzZX Arun Jaitley,0,-0.2382,0.0,0.897,0.103
1592,Farmer woes: From a persisting cash crunch due to demonetisation to a price free fall because of a bumper produce https://t.co/93UBU7dezo,2,0.1027,0.149,0.721,0.131
1593,"Every silver lining has a touch of grey. -- Jerry Garcia

Arun Jaitley
https://t.co/NtpdUpCQlv",0,0.0516,0.091,0.909,0.0
1594,"Be it Pre or Post Demonetisation,
for Rahul Gandhi ""ATM"" meant
""Any Time Modi""

He lost 28 Elections &amp; Modi's Digitisation Won

Arun Jaitley",0,0.34,0.132,0.786,0.082
1595,"#Demonetisation benefits continue to roll for Lower &amp; Middle https://t.co/BQITtDmmLI,aftr Gold&amp;Food,Real estate reg… https://t.co/5Quq0i4yg6",0,0.1027,0.155,0.714,0.131
1596,"@imbhandarkar What about farmers, rape victims, the elderly, the victims of demonetisation and the future victims of nuclear power plants?",0,-0.891,0.0,0.58,0.42
1597,"Q: Give one word for ""Theory Of Fixing Economy""
A: Demonetisation

#modiquiz",4,0.0,0.0,1.0,0.0
1598,"Dear Arun Jaitley,

If Rahul Gandhi has stopped Standing
in ATM lines, it is cos of PM @NarendraModi's
Digitisation post Demonetisation.",0,0.1779,0.111,0.809,0.081
1599,"Arun Jaitley said that he anticipates a substantial increase in the tax base.

https://t.co/fc60r1Xdng",0,0.4767,0.272,0.728,0.0
1600,Demonetisation Led to 'Great Movement' Towards Digitisation: Finance Minister Arun Jaitley |… https://t.co/cnN5DsVQEc,1,0.6249,0.255,0.745,0.0
1601,"Demonetisation Wrecked that
""Class of Scoundrels"" who thought
Modi Govt wud be akin prev.
CORRUPT CONGRESS Govt

Mahatma Gandhi Arun Jaitley",0,0.0,0.0,1.0,0.0
1602,@Pun_Starr @rahulkanwal @aajtak Naxalism too.. Post demonetization all the naxalites became saints and joined BJP.… https://t.co/rjbmLCCTrd,1,0.0,0.0,1.0,0.0
1603,Demonetisation led to movement towards digitisation: Arun Jaitley https://t.co/X64U14LSf8,0,0.0,0.0,1.0,0.0
1604,The latest The Farra Design Daily! https://t.co/OXVaacCjer Thanks to @veen1983 @estradeindia #demonetization #india,0,0.4926,0.21,0.79,0.0
1605,Demonetization in Manufacturing = IoT https://t.co/7UoHFqOHsl via @mfgtechupdate #Iot #IIot #Industry40 #industrie40,2,0.0,0.0,1.0,0.0
1606,#latestnews Demonetisation led to #39;great movement#39; towards digitisation: Arun Jaitley https://t.co/cxFJYyGcqk https://t.co/pfxrYDABYd,0,0.0,0.0,1.0,0.0
1607,"@narendramodi @RBI Even after #DeMonetisation &amp; #ModiGovt's attempt to go digital, are you still using cash for pay… https://t.co/aQMmxaxRYQ",48,0.0,0.0,1.0,0.0
1608,"Dear Arun Jaitley ji,

If Demonetisation led to great movement towards Digitisation, the credit goes to NONE other than PM @narendramodi",0,0.8519,0.341,0.659,0.0
1609,@mediacrooks @ndtv @IndiaToday @IndianExpress @PrannoyRoyNDTV first demonetisation killed the cash-to-white money l… https://t.co/tQcspL4ROX,31,-0.6705,0.0,0.727,0.273
1610,"Demonetisation led to movement towards digitisation: Arun Jaitley

https://t.co/1EEgx31vv2

via Dailyhunt https://t.co/dgSLeD7yTp",1,0.0,0.0,1.0,0.0
1611,Demonetisation led to great movement towards digitisation: Arun Jaitley       Get #NarendraModi &amp; #BJP #latestnews-… https://t.co/ya3o1Ly0kt,0,0.6249,0.227,0.773,0.0
1612,"#Demonetisation led to great movement towards digitisation: Shri @arunjaitley ji
https://t.co/qotTZ8iXhc https://t.co/2cTaVcu25D",1,0.6249,0.272,0.728,0.0
1613,@batrasanjiv @digvijaya_28 For congis demonetization is a disaster. For others its a masterstroke!! So haw can the… https://t.co/4Vel89lhR4,0,-0.6892,0.0,0.762,0.238
1614,Agriculture markets are largely run through cash which was affected due to disastrous #Demonetisation acted as triggering point #Mandsaur,0,-0.6705,0.0,0.756,0.244
1615,Demonetisation led to #39;great movement#39; towards digitisation: Arun Jaitley https://t.co/ZLEOyBhV8Z #news #india #stock,0,0.0,0.0,1.0,0.0
1616,"@firstpost There could be chaos, worst than demonetization, as taxes have been irrationally applied by our genius finance minister !",0,-0.8932,0.0,0.599,0.401
1617,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/wUBuTfyNgg https://t.co/fbE2TvVa41",0,0.6249,0.291,0.709,0.0
1618,Demonetisation led to #39;great movement#39; towards digitisation: Arun Jaitley:  Asked whether demonetisa https://t.co/9zQnrGf1Dd,0,0.0,0.0,1.0,0.0
1619,@ANI_news .Wasn't Modiji's 'panacea-4-all' n mother of all reforms- #Demonetisation supposed to put an end to this… https://t.co/JY55sq4G2U,1,0.0,0.0,1.0,0.0
1620,Slowdown in economy post DEMONETISATION as reflected in Q4 GDP data is proving disaster for poor&amp; unemployment getting worse&amp; govt sleeping.,0,-0.7906,0.0,0.731,0.269
1621,"@sanjayuvacha #Demonetization
Not the farmers,definitely the opp.leaders!Proof in the instigation!",1,0.0,0.0,1.0,0.0
1622,@joseph11345 @jgopikrishnan70 Demonetization was so badly planned. Country lucky that economy surviving. U will see after effects.,0,0.0023,0.227,0.591,0.181
1623,The government didn't think twice about forcing #Demonetisation down our throats. Why would they care that India is unprepared for GST?,0,0.4939,0.138,0.862,0.0
1624,@ANI_news @Georgekurian4K But @KirenRijiju said that Demonetization had put a stop to fake Indian currency.,0,-0.6486,0.0,0.694,0.306
1625,Possible sir. The DeMonetisation pain will come in instalments. https://t.co/XvhOhiVW1f,5,-0.5106,0.0,0.732,0.268
1626,"#Demonetisation led to 'great movement' towards digitisation: #ArunJaitley

https://t.co/l8ladecAar",11,0.6249,0.339,0.661,0.0
1627,Demonetisation led to ‘great movement’ towards digitisation: Jaitley https://t.co/cDj9s8tjya https://t.co/ThfIKqfT5e,0,0.0,0.0,1.0,0.0
1628,Has demonetization netted any big fish??? https://t.co/PsMDgwfhSy,0,0.0,0.0,1.0,0.0
1629,How #India's #Cash Chaos Is Screwing Over Their Neighbors — Oops! https://t.co/jjwY4K0GEU #economy #trade #politics https://t.co/iH7toKlIu7,4,-0.7088,0.0,0.688,0.312
1630,"Has #DeMonetisation added to farmer's distress and fanned their anger against the government?
 https://t.co/f7l1F609k7",37,-0.7964,0.0,0.628,0.372
1631,"@YouTube and @YTCreators, be careful: violent #montages might get demonetized. https://t.co/LV5L0P3pol",0,-0.5106,0.11,0.621,0.269
1632,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/SPydJeKaEd https://t.co/Jfn8ocWoMU",0,0.6249,0.291,0.709,0.0
1633,"From cash crunch due #demonetisation to price free fall coz of bumper produce, farmers woes.. in MP &amp; #Maharashtra https://t.co/zhDSVAMbNr",0,0.5106,0.148,0.852,0.0
1634,How demonetisation and Aadhaar worsened Indian farmers' plight https://t.co/tpJiSqEynf via @dailyo_,0,-0.4404,0.0,0.775,0.225
1635,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/SdZC47dNuk https://t.co/6mL4WFw4sV",0,0.6249,0.291,0.709,0.0
1636,@AmatyaKautilya That might not be the height of crisis for all we know! But prices of produce have plummeted post d… https://t.co/lJbBwhYsBI,0,-0.6588,0.0,0.827,0.173
1637,How demonetisation and Aadhaar worsened Indian farmers' plight - https://t.co/TGmj7SYbZW #GoogleAlerts,0,-0.4404,0.0,0.756,0.244
1638,On farmers issue MODI SARKAR stands exposed as DEMONETISATION has crippled them as they cudnt sell khariff crops&amp; no money for rabi sowing.,0,-0.3612,0.0,0.857,0.143
1639,#demonetisation- Government allows claimants to get new notes. I report @IndianExpress https://t.co/D18rHDdsZo,2,0.0,0.0,1.0,0.0
1640,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/8OZB2mv05M",0,0.0,0.0,1.0,0.0
1641,"""The first is the demonetisation of high denomination currency notes in November 2016. The second, more recently,... https://t.co/HYkK2hJMjO",0,0.0,0.0,1.0,0.0
1642,@JasumatiPatel @FinancialXpress we shall cross the bridge when we reach at it !! It was smooth sailing during Demonetization also !!,0,0.3111,0.102,0.898,0.0
1643,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/ovaayRRqZT

#Demonetisation https://t.co/PrF6nJxSLo",0,0.6249,0.272,0.728,0.0
1644,Demonetisation and RBI Norms: Sketchy outline: Demonetisation and RBI Norms: Sketchy outline https://t.co/VeBHG57k0Y,0,0.0,0.0,1.0,0.0
1645,Modi can improve India's GDP if he shifts focus from beef and Hindutva to reforms https://t.co/o14vGozFCY … via @dailyo_,0,0.4404,0.146,0.854,0.0
1646,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/zcXGkoOtlP",0,0.0,0.0,1.0,0.0
1647,"Demonetisation led economy towards digitisation, says Arun Jaitley https://t.co/woh9vnEPlf",0,0.0,0.0,1.0,0.0
1648,@Yr_Conscience @ArvindKejriwal Thanks to demonetisation people hoarding black money forced them to pay tax. why this was not mentioned.,0,-0.128,0.124,0.687,0.189
1649,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/2yBM97C7AP
#3yearsofModiGovt https://t.co/fq9yOWXsgA",0,0.6249,0.272,0.728,0.0
1650,"@swati_2016 @Shehla_Rashid And patriots are busy in praising demonetisation, while gdp lowered.",0,0.4588,0.233,0.667,0.1
1651,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/RlF3Mfm71R https://t.co/WXq28peYNR",0,0.6249,0.291,0.709,0.0
1652,"Demonetisation led economy towards digitisation, says Arun Jaitley https://t.co/reDuqIfOrD",0,0.0,0.0,1.0,0.0
1653,"3. #RanveerSingh - Befikre - 10.4Cr(Badly affected by demonetisation)
4. #ArjunKapoor - HG - 9.2Cr
5. #SidharthMalhotra - BBD - 6.7Cr..(2/3)",12,-0.1531,0.0,0.897,0.103
1654,Forget demonetization. India’s central bank is worried about inflation https://t.co/imbT1XaFi0,0,-0.4767,0.0,0.661,0.339
1655,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/s08YElz9EP",0,0.0,0.0,1.0,0.0
1656,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/ezGrPpYnaU",0,0.0,0.0,1.0,0.0
1657,#Demonetisation Effects 😂😂😂 loo bhai padh loo @bhasaby https://t.co/Egul2w6TTv,0,0.0,0.0,1.0,0.0
1658,"@jgopikrishnan70 Gopi, this is only tip of the iceberg in the country. there may be 10000's of like cases till not… https://t.co/GVToHiIQKk",26,0.3612,0.106,0.894,0.0
1659,#socialinnovation #revolution Poetry like prose style site:USSR tackled queuesBut India cant https://t.co/gI3ZyZ7sa1 https://t.co/TrM0nl4KqW,0,0.3612,0.172,0.828,0.0
1660,@RBI how many days u want just to return my 5000 rs in my account #deMonetisation,0,0.0772,0.085,0.915,0.0
1661,"Demonetisation led economy towards digitisation, says Arun Jaitley https://t.co/c9eYdMOZYL #TopNews #India",0,0.0,0.0,1.0,0.0
1662,Positive impact of #Demonetization https://t.co/S7szvwCMrI,4,0.5574,0.474,0.526,0.0
1663,"@narendramodi no clarity on #GST &amp; #DeMonetisation what a rubbish govt u r running, no freedom for a common man to live better life #GST",0,0.7506,0.325,0.53,0.146
1664,Finance minister #ArunJaitley said the government was aware that #demonetisation would cause a cash crunch in India https://t.co/dMKnlTYDgl,12,0.0,0.0,1.0,0.0
1665,@waglenikhil @scroll_in Demonetization is a dead beast. Let's move on.,1,-0.6486,0.0,0.65,0.35
1666,"Demonetisation led to movement towards digitisation, claims Arun Jaitley - https://t.co/BwTS3HxLSo",0,0.0,0.0,1.0,0.0
1667,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/pW07UZFQwm https://t.co/qdRzNJTQkN",0,0.0,0.0,1.0,0.0
1668,"@ShashiTharoor Modi is the most unimaginative,ineffectual,untaught PM ever. He has been pilfering UPA policies&amp;his… https://t.co/mL3sy2S0SR",3,0.0,0.0,1.0,0.0
1669,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/B9djxKYATT",0,0.0,0.0,1.0,0.0
1670,"Demonetisation led to movement towards digitisation, claims Arun Jaitley https://t.co/osX4waHsor",7,0.0,0.0,1.0,0.0
1671,#KhodiMedia &amp; #GodiMedia will they show the after effects of DeModitisation(Oops! Demonetization) https://t.co/KyBJLmgVOZ,0,0.0,0.0,1.0,0.0
1672,"Demonetisation led to movement towards digitisation, claims Arun Jaitley",0,0.0,0.0,1.0,0.0
1673,Did any media make a story on this most likely conspiracy? Given Jaitley hails #Demonetisation for #Cashless agenda… https://t.co/n0yoXXY1Ex,0,-0.5688,0.0,0.822,0.178
1674,"There is a substantial number of assesses who have been added: Arun Jaitley
https://t.co/3KIJ6LKTTr",0,0.2732,0.22,0.78,0.0
1675,"There is a substantial number of assesses who have been added: Arun Jaitley
https://t.co/3LiHEvcWIY #lazzycow",0,0.2732,0.205,0.795,0.0
1676,@tweeetbro @ShashiTharoor Modi has a surfeit of propaganda&amp;a deficit of ideas.The only original idea… https://t.co/9ydv0MtX8L,0,-0.1027,0.135,0.706,0.159
1677,"#Demonetisation has opened a huge can of worms, and these worms will be dealt one by one. https://t.co/mVaWSfRPSg",2,0.3182,0.126,0.874,0.0
1678,"There is a substantial number of assesses who have been added: Arun Jaitley
https://t.co/ctOjwY4C12",40,0.2732,0.22,0.78,0.0
1679,All wolf r organizing demonetisation in Mandsour @AamAadmiParty @INCIndia @OfficeOfRG @KapilSibal @TimesNow @aajtak @htTweets @PMOIndia,0,0.0,0.0,1.0,0.0
1680,Demonetisation led to 'great and substantial' movement towards economic digitisation: Jait https://t.co/eM76erptR0,0,0.7096,0.371,0.629,0.0
1681,"We pushed #demonetisation without preparation causing chaos and mayhem. Now, we are pushing #GST  without preparation.",1,0.4585,0.167,0.833,0.0
1682,"Arun Jaitley said that he anticipates a substantial increase in the tax base.

https://t.co/JRj92ZE18S",0,0.4767,0.272,0.728,0.0
