,Tweet,Favourites,Compound,Positive,Neutral,Negative
31,#cash #Cashless 1 author encyclopedia site:Modi's #demonetisation -boon/bane for India https://t.co/NEVZRCrTaz https://t.co/cKnXGvoN9c,0,0.0,0.0,1.0,0.0
32,#Demonetisation led to movement towards digitisation: Arun Jaitley https://t.co/wjClU0Nmnw #GST #tax @arunjaitley,0,0.0,0.0,1.0,0.0
33,@firstpost #Demonetisation had killed all infiltrators &amp; fake currency rackets then where are these jokers coming from?,0,-0.8225,0.0,0.664,0.336
34,Its been almost 8 months since demonetisation was announced but the debate is never over on Twitter. NEVER. https://t.co/U6vcxijN4E,0,0.0,0.0,1.0,0.0
35,#GST Is Coming And With It Comes A #DEMONetisation #Grudge Too... https://t.co/06H6o1Rekx,2,0.0,0.0,1.0,0.0
36,"@PIB_India @GoI_MeitY @UIDAI @MIB_India Mallya uncaught
Black money not back
IPL betting now charity
Temple gold un… https://t.co/GYedswM2U8",0,0.4215,0.141,0.859,0.0
37,@Swamy39 All the effect of demonetisation,0,0.0,0.0,1.0,0.0
38,@YouTube Nor do you have a system in place where you could warn of potential demonetization before a video is published. Wtf is this?,0,-0.6369,0.0,0.794,0.206
39,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/BeWxQeptqe,0,0.6249,0.313,0.687,0.0
40,"India’s property market quickly recovering following demonetization
https://t.co/1IZF7GsnXK",3,0.0,0.0,1.0,0.0
41,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/uPA8ycL2QH https://t.co/96p1Iadjhx",3,0.6249,0.291,0.709,0.0
42,@IndianExpress In BJP Govt. Demonetisation many Politicians n Business Tycoons benefited from Corruption n Black-money in to White,0,0.0,0.0,1.0,0.0
43,"@AAPforINDIA :Modi has already done lot of crimes like Demonetization,Cow Notification,GST,EVM's vote robbery,Adani… https://t.co/BvshgfbbCK",1,0.3612,0.161,0.839,0.0
44,Modi govt should propose some serious anticipating techniques to reduce the effect of demonetization! #Actual_Problem  #Shivraj4Peace,0,-0.1511,0.0,0.904,0.096
45,"#DeMonetisation was done for Ambani.
How?
You can see why Jio is launched. Connect the dots.
Me : 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1,0.128,0.081,0.919,0.0
46,"#India #News | Despite PM Narendra Modi's reform measures, why farmers are angry - India… https://t.co/M7NTIwxUHQ",1,-0.5106,0.0,0.798,0.202
47,@SarcasticRofl @Madhu4INC @shishirgamang @INCOdisha @OfficeOfRG @saptagiriulaka ok lets talk about nov8th note band… https://t.co/D0NEhoi3QC,0,0.296,0.145,0.855,0.0
48,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/880CN7M0NZ https://t.co/eTfebOvX9B",0,0.6249,0.291,0.709,0.0
49,"#India - Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/JLMw6CVrI6",0,-0.5106,0.0,0.798,0.202
50,"Demonetisation bankrupted 50% , RERA will finish the rest. Building industry will become corporatised?",0,0.0,0.0,1.0,0.0
51,Apparently GOI wanted to cut urjit time during demonetization from his vacation time. Urjit objected.  Thus the bad… https://t.co/ePSMQEtgFK,0,-0.2732,0.0,0.896,0.104
52,"Demonetisation bankrupted 50% , RERA will finish the rest. Building industry will become corporatised?",0,0.0,0.0,1.0,0.0
53,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/SwYTn3e3Km",0,0.0,0.0,1.0,0.0
54,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/GPkv2kj9GK",0,0.0,0.0,1.0,0.0
55,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/oiEu1yhYvj",0,0.0,0.0,1.0,0.0
56,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/D8DVvmnEml",0,0.0,0.0,1.0,0.0
57,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/EZcgosjrMP",0,0.0,0.0,1.0,0.0
58,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/GCS9dmtult",0,0.0,0.0,1.0,0.0
59,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/X6R8nLnMog",0,0.0,0.0,1.0,0.0
60,"If you still believe that banks call you for ur information then u need to read this
#cybercrime
https://t.co/r4GsutNuJn",0,0.0,0.0,1.0,0.0
61,"Demonetisation bankrupted 50% , RERA will finish the rest. Building industry will become corporatised?",1,0.0,0.0,1.0,0.0
62,"Demonetisation bankrupted 50% , RERA will finish the rest. Building industry will become corporatised?",0,0.0,0.0,1.0,0.0
63,"India Today: Despite PM Narendra Modi's reform measures, why farmers are angry. https://t.co/PhyZrXCeGW",0,-0.5106,0.0,0.784,0.216
64,"Demonetisation bankrupted 50% , RERA will finish the rest. Building industry will become corporatised?",0,0.0,0.0,1.0,0.0
65,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/zIXi0LeRtv https://t.co/qA5E4R9yeX",0,0.6249,0.291,0.709,0.0
66,"@LunaVeg87 @thebronxblogger @YazaNico end result of YT's new demonetization policies? makes it hard to make a buck,… https://t.co/CfUg3VuCWU",5,-0.1027,0.0,0.92,0.08
67,On #Digital Mode; #Demonetisation led to great movement towards #digitisation @arunjaitley #TransformingIndia https://t.co/d5QPWPsWrt,0,0.6249,0.255,0.745,0.0
68,"@firstpost Modi already gave his life thrice, first fr attack on minorities, second for attack on dalits and third… https://t.co/VcqCuHjyCl",3,-0.7351,0.0,0.744,0.256
69,@BJP4India @AmitShah Demonetization was pro - poor#anti - CORRUPTION action#unity of nation &amp; TRUST in PM Modi's leadership confirmed .,0,0.6166,0.201,0.799,0.0
70,"@FekuBuster Heard recently of PRRR? CBI raids? Rahul &amp; Soniya out on bail, demonetization, surgical strikes. Prosec… https://t.co/ExiESFSgge",0,-0.4329,0.0,0.856,0.144
71,And I thought Demonetisation killed terrorism https://t.co/mz8R9cCzXP,0,-0.8779,0.0,0.305,0.695
72,8 November marg? The day of demonetisation? https://t.co/8rv8deTLNX,1,0.0,0.0,1.0,0.0
73,"Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/CV7gzj7bNZ",0,-0.5106,0.0,0.784,0.216
74,Despite PM @narendramodi reform measures @adhia03 @amitabhk87 @arvindsubraman @arunjaitley why farmers are angry https://t.co/pXwHeZFDDY,0,-0.5106,0.0,0.798,0.202
75,"#demonetisation made a bad drought worse- income shock, credit, and suicide.
 https://t.co/E10cW6bH2S via @scroll_in",0,-0.9022,0.107,0.329,0.564
76,"#SupportModi #NarendraModi Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/caYnmDGTsU",1,-0.5106,0.0,0.809,0.191
77,"Despite PM Narendra Modi's reform measures, why farmers are angry
PrabhashRinkoo
https://t.co/Br6lAMrLhK https://t.co/xBnvwgzTBr",0,-0.5106,0.0,0.784,0.216
78,Is there any bigger scam than the recent demonetization ???,0,-0.6416,0.0,0.68,0.32
79,"Despite PM Narendra Modi's reform measures, why farmers are angry https://t.co/HBW041JxYp",0,-0.5106,0.0,0.752,0.248
80,"Despite PM Narendra Modi's reform measures, why farmers are angry
@PrabhashRinkoo
https://t.co/JCWbYm9Sic https://t.co/rRr5YAvPVY",26,-0.5106,0.0,0.784,0.216
81,"People still facing #demonetization problems, @PMOIndia @narendramodi @PUMA https://t.co/r1EaPwHVBq",0,-0.4019,0.0,0.748,0.252
82,"What they told you how demonetisation would improve your looks 
Vs. 
Well, June 2017 https://t.co/7fX7Cfzx64",1,0.6124,0.278,0.722,0.0
83,Mobile Wallets: Q1-CY17 carried forward the momentum of Q4’16 as the effect of demonetization continued to surge -… https://t.co/rhauXuigof,0,0.0,0.0,1.0,0.0
84,On #Digital Mode; #Demonetisation led to great movement towards #digitisation @arunjaitley #TransformingIndia https://t.co/ANxB1d2BEP,3,0.6249,0.255,0.745,0.0
85,On #Digital Mode; #Demonetisation led to great movement towards #digitisation @arunjaitley #TransformingIndia https://t.co/rMRuexf5Wc,1,0.6249,0.255,0.745,0.0
86,On #Digital Mode; #Demonetisation led to great movement towards #digitisation @arunjaitley #TransformingIndia https://t.co/B4c23uu1eh,0,0.6249,0.255,0.745,0.0
87,On #Digital Mode; #Demonetisation led to great movement towards #digitisation @arunjaitley #TransformingIndia https://t.co/cUnuthnX4k,0,0.6249,0.255,0.745,0.0
88,On #Digital Mode; #Demonetisation led to great movement towards #digitisation @arunjaitley #TransformingIndia https://t.co/GQ3JcveHlX,0,0.6249,0.255,0.745,0.0
89,On #Digital Mode; #Demonetisation led to great movement towards #digitisation @arunjaitley #TransformingIndia https://t.co/klwNL3o0O3,0,0.6249,0.255,0.745,0.0
90,On #Digital Mode; #Demonetisation led to great movement towards #digitisation @arunjaitley #TransformingIndia https://t.co/m8uyEPpjp0,0,0.6249,0.255,0.745,0.0
91,#shivrajforpeace #Demonatization Never seen Democracy so helpless.Is he imitating Kejriwal.Ghosts of Demonetization r reappearing to haunt.,0,-0.4019,0.0,0.838,0.162
92,"Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/udOAivi9xG",0,-0.5106,0.0,0.784,0.216
93,@Ahmad_Shakeel You are trying to put blame on demonetisation#but truth is smething else#In UPA rule also thousands of farmers#suicide?,0,-0.0258,0.106,0.783,0.111
94,"Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/D7ef5UD2Tn",0,-0.5106,0.0,0.784,0.216
95,#India three points down 136 #World Press Freedom Index https://t.co/sPDrFrLjKo,0,0.6369,0.318,0.682,0.0
96,"Demonetisation bankrupted 50% , RERA will finish the rest. Building industry will become corporatised?  https://t.co/JHvitQp1kV",0,0.0,0.0,1.0,0.0
97,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/zRIjZijKjG,0,0.6249,0.313,0.687,0.0
98,".@Boogie2988 Discusses YouTube demonetisation. Do you think a micropayment for video system could work?
https://t.co/k3gba32wqq",1,0.0,0.0,1.0,0.0
99,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/2kyIJ29YBr",0,0.6249,0.313,0.687,0.0
100,GDP slowdown? India’s oil demand rises most since November’s demonetisation.. https://t.co/QRk8fZyriA,0,-0.128,0.0,0.87,0.13
101,Adbhut! are u sure it was #DeMonetisation only ERODING gains --when deemed such an utter failure elsewhere! https://t.co/j0rpENnPRp,1,0.2462,0.234,0.62,0.146
102,"""Only when the patient (country) is healthy, can we carry out such delicate surgery (demonetization)"". Operation su… https://t.co/BxuP4qGLKu",1,0.4404,0.196,0.804,0.0
103,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/xkMeIc4Dwk,0,0.6249,0.313,0.687,0.0
104,"Retweeted Manoj Sinha (@manojsinhabjp):

Demonetisation led to great movement towards digitisation: Arun Jaitley... https://t.co/czmjhHFhSG",0,0.6249,0.24,0.76,0.0
105,"As a Trader my 99.9% concern is with stock market only, ground realities i dont know much #DeMonetisation &amp; 2nd… https://t.co/cPzxmaCzZF",4,0.0,0.0,1.0,0.0
106,@Nikstrade @quantokid Almost sitter .. demonetisation was success of failure is debatable but fr stock investors it was a sitter,2,0.0516,0.109,0.791,0.1
107,"@TVMohandasPai Sir, all said and done..Is India really ready for forced digitization? Demonetization did have a ver… https://t.co/mec10LVkRu",0,-0.1206,0.133,0.712,0.155
108,@rupasubramanya Small businesses feeling the heat of demonetization now. Ground reality totally diff.Effect spill over the next 2 quarters.,0,0.128,0.081,0.919,0.0
109,"Stuck in #limbo? job loss, poor manufacturing etc. Remember 100+ died on #DemonetizationDiaster. GDP is stuck at ~6%
https://t.co/kgaZh7iZno",0,-0.9001,0.0,0.519,0.481
110,"Cisco says jump in India business aftert demonetisation, opens 1st digital centre https://t.co/DsPnYd8O1X",0,0.0,0.0,1.0,0.0
111,"There r many circumstances wer BJP leaders r being insulted 4 taking steps like demonetisation, dint see them reacting silly
#MahatmaGandhi",2,-0.1779,0.164,0.685,0.151
112,"@PMOIndia @arunjaitley @RBI 
That means our #DeMonetisation mission Failed on Fake Currency Control https://t.co/SLvFrQYsxk",1,-0.7506,0.0,0.652,0.348
113,"Investor confidence way up after demonetization,ecomy on higher trajectory, forex reserves moving up at all time hi… https://t.co/C4sbecz1Vp",0,0.5106,0.163,0.837,0.0
114,@livemint demonetisation israther mother of digitization in India,0,0.0,0.0,1.0,0.0
115,"Demonetization,a step towards putting brakes on black money,maybe next step crack down on benami property,a lot is… https://t.co/q33cSesR5x",3,0.0,0.0,1.0,0.0
116,".@Memeghnad on everything you need to know about Simultaneous Elections. (And he means it when he says EVERYTHING.)
https://t.co/Jw3GWFlOXV",11,0.0,0.0,1.0,0.0
117,"#MakeMeCringeIn3Words YouTube's Demonetization Censorship!
#EndCensorship #CensorshipSucks #FreeSpeech",0,0.0,0.0,1.0,0.0
118,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/Jt6TkfEwbD",0,0.0,0.0,1.0,0.0
119,https://t.co/SJPaipxUI7 leads Kochi IT sleuths to Nagaland cop with Rs 400 crore illegal assets – Oneindia https://t.co/htC9s1eKLl,0,-0.4404,0.088,0.725,0.187
120,".@Cisco says jump in #India business aftert #demonetisation, opens 1st #digitalcentre   https://t.co/Jxk9jCuWzs",16,0.0,0.0,1.0,0.0
121,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/RxQLlDvn6D
@KumariDiya https://t.co/4pfRkZGQwe",0,0.6249,0.272,0.728,0.0
122,GDP slowdown? India’s oil demand rises most since November’s demonetisation https://t.co/iD2sigBzTU via @FinancialXpress,0,-0.128,0.0,0.889,0.111
123,"#GDP  growth begins to bounce back as #oilandgas consumption rises!
#economics @somnath1978 @dravirmani 

https://t.co/BNXR5rvoyx",5,0.4389,0.182,0.818,0.0
124,Demonetisation leads Kochi IT sleuths to Nagaland cop with Rs 400 crore illegal assets https://t.co/p7HCuaUcOP,0,-0.4404,0.093,0.71,0.197
125,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/CHsIhK1EQ1,0,0.6249,0.313,0.687,0.0
126,"@vssdeo @FinMinIndia @PMOIndia @Swamy39 Demonetization, otherwise a brilliant concept, was horribly implemented und… https://t.co/wYbT4w9QTw",0,0.1027,0.209,0.604,0.187
127,"Farmers Woes - Cash Crunch due to demonetization, falling prices due to bumper crop @LangaMahesh &amp; @jayantsriram re… https://t.co/JXZXTH9BLS",3,-0.5423,0.0,0.78,0.22
128,Demonetisation leads Kochi IT sleuths to Nagaland cop with Rs 400 crore illegal assets https://t.co/jfpx6Ork03 via… https://t.co/Sgw1dE5qMq,0,-0.4404,0.084,0.739,0.177
129,"@narendramodi economy is disaster,survive only cos of p&amp;l stmt mde n d past,otherwise all businesses wld hv been closed post demonetization.",0,0.0,0.0,1.0,0.0
130,@IndiaToday @sambitswaraj Debate about failed promises which BJP is famous for: demonetisation brought the debacle… https://t.co/AuLVc5g0qL,0,-0.1779,0.131,0.704,0.166
131,MODI SARKAR not only murdered democracy but als orchestrated a slow down via DEMONETISATION which is becoming deep rooted&amp; govt in a trap.,0,-0.1759,0.093,0.785,0.122
132,Demonetisation leads Kochi IT sleuths to Nagaland cop with Rs 400 crore illegal assets  https://t.co/ilWUsyVO74 #Nagaland,6,-0.4404,0.088,0.725,0.187
133,Demonetisation impact long gone from Indian markets - https://t.co/QR5987CA45 https://t.co/TdnvsEVBDe,0,0.0,0.0,1.0,0.0
134,"Demonetisation Failed, Slowed Down Economy, Says Manmohan Singh And Sonia Gandhi - https://t.co/DLjgNNoH5k https://t.co/ews3bBQSIu",0,-0.5106,0.0,0.784,0.216
135,Narendra Modi ji Demonetization failure suffering ful india's Commonmen. Govt  Encourageing  Industrialist. https://t.co/uEE3qguKZU,2,-0.7506,0.0,0.632,0.368
136,@getlucky1967 @ramanmann1974 Demonetisation was a decision to create a formal economy out of a black economy. Trans… https://t.co/DwFtk0KPh8,0,0.2732,0.13,0.87,0.0
137,@bainjal The banks had accepted all the currency without counting but credited the accounts of customers. So generous!! #DeMonetisation,0,0.6551,0.273,0.623,0.104
138,"If you thought demonetisation was a disruption, GST will sweep you off your feet. Do reach out if you need support. https://t.co/A39D5H03I5",0,0.0772,0.156,0.741,0.103
139,@gauravkapur I read 'crowded bank' and assumed this to be something about demonetization. Can't blame me. 🤷🏻‍♂️,0,0.2584,0.12,0.88,0.0
140,Demonetisation led to digitisation of economy: Jaitley https://t.co/hNPHOyZ20E https://t.co/Ytnn0Gw21s,0,0.0,0.0,1.0,0.0
141,"Now a Jumla from @rajnathsingh
Will 'DoubleIncome' ofFarmers by2022/throw us out

@narendramodi wanted till 30Dec for ills of Demonetization",4,0.0,0.0,1.0,0.0
142,@ShashiTharoor #and the claim made to support the Demonetisation ?,0,0.4019,0.252,0.748,0.0
143,@VishalDadlani #DeMonetisation was a stupid move which has screwed-up the economy and the cash flow in the country… https://t.co/knjwX49xH5,0,-0.5267,0.0,0.833,0.167
144,"Hey @sidby1508 why dont you help RBI count the black money recovered after #DeMonetisation,oh wait 100 percent is now back in new notes.",0,-0.3089,0.0,0.907,0.093
145,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/Ke4SHsfkCp

via NMApp55gd https://t.co/2U5vz3iR0p",0,0.6249,0.255,0.745,0.0
146,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/hyjTLTyB6D",1,0.6249,0.313,0.687,0.0
147,"No govt exists today. It is a one man show ,working based on his whims and fancies e.g. Demonetisation",0,-0.296,0.0,0.885,0.115
148,"Demonetisation led to great movement towards digitisation: @arunjaitley 
 https://t.co/lSkMrgkZOj
@AmitShahOffice https://t.co/6YtiZTk5QU",8,0.6249,0.291,0.709,0.0
149,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/cduBKpGHOZ https://t.co/GwMSwdkLlQ",0,0.6249,0.291,0.709,0.0
150,@narendramodi @arunjaitley @ncbn The feeling that the Big always get away while the small pay the price for demonet… https://t.co/ceCfkt6L3Y,0,0.0258,0.072,0.861,0.067
151,@rajnmee @IndianExpress Congress was tumour and cancer but BJP is madness. DeMonetization was shock treatment! 😱⚡⚡,0,-0.8818,0.0,0.559,0.441
152,When Amit Shah told you not to talk about stone-pelting after demonetization but Shivraj needs to save his seat!… https://t.co/kfsyMU8Yh9,0,0.68,0.195,0.805,0.0
153,@shivammishra195 @suhasinih @sardesairajdeep There has been no action against zee for running doctored videos of Ku… https://t.co/sokDzVlZh1,0,-0.296,0.0,0.879,0.121
154,"@Atheist_Krishna And rate of increase in your follower count too dropped.

Just like GDP due to demonetization.",0,0.5859,0.242,0.758,0.0
155,"@Ahmad_Shakeel Demonetisation is big blow not only for the farmers but has 
hit other sections of the Society also.",0,0.0,0.0,1.0,0.0
156,"@sekhorr @UIDAI @BJP4India @NitishKumar So, waive loans for the suits n boots and recover money via demonetization… https://t.co/Kf6xWUx1He",0,0.0,0.0,1.0,0.0
157,"The ""bakers"" are inspired by our new GDP modified figures and the RBI still counting #DeMonetisation notes!",90,0.5411,0.179,0.821,0.0
158,"#DeMonetisation led to great movement towards digitisation: Fin Minister @arunjaitley 
https://t.co/XjbUR4lh0J https://t.co/Wy0JQFKzr4",0,0.6249,0.272,0.728,0.0
159,"@BabuKunwarSingh @UIDAI @BJP4India @NitishKumar So according to you demonetisation is a scam? OMG, I rest my debate… https://t.co/AA5uwjgIy2",0,-0.5719,0.0,0.802,0.198
160,"@sekhorr @UIDAI @BJP4India @NitishKumar Yes, and what was demonetization? Loan waivers to the capitalists? Give the… https://t.co/ObOzd4RbDc",0,0.4696,0.161,0.839,0.0
161,Met a middle aged man in GTB from Aligarh. He makes components of locks. Before demonetization he used to make 40-50K/month. Now survining.,10,0.0,0.0,1.0,0.0
162,Let them do. They did same in demonetisation. GST is just one step further to demonetisation where those not regist… https://t.co/ev67O4aic1,6,0.0,0.0,1.0,0.0
163,"FDs, personal loans during demonetisation at Coop Banks, NBFCs under tax dept lens.. https://t.co/BqJLOnjgxb",0,0.0,0.0,1.0,0.0
164,"On Digital Mode; Demonetisation led to great movement towards digitisation, believes @arunjaitley #TransformingIndia https://t.co/eM4bgFFrlU",0,0.6249,0.24,0.76,0.0
165,"The corrupt are feeling the heat of demonetisation
https://t.co/cNkdn5VTTb",0,0.128,0.158,0.842,0.0
166,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/8pr4qlWaMN",0,0.0,0.0,1.0,0.0
167,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/wNsa556ixb",0,0.0,0.0,1.0,0.0
168,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/o8VA2Z8Ajo",0,0.0,0.0,1.0,0.0
169,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/dKtCO1fmdj",0,0.0,0.0,1.0,0.0
170,#economists History's 1st book of its kind site: Cannot 1 party #China demonetise like #Modi https://t.co/gp9KpsjOLS https://t.co/McfhJfV9Su,0,0.8225,0.398,0.602,0.0
171,"Demonetization: RBI governor summoned by House panel again
https://t.co/XIdWtC4uk9 https://t.co/hnb2eRixHc",1,0.0,0.0,1.0,0.0
172,FREE report: Digital Payments in India: Demonetization edition https://t.co/5d3zDsA9Gz,0,0.6166,0.335,0.665,0.0
173,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/Mn2AE2Dsbw https://t.co/R4RVs257jF",0,0.6249,0.291,0.709,0.0
174,@ShekharGupta Saw Shekhar do WTT with  a man who made walls from bartans. Not surprised when the Dhakkan pushed the… https://t.co/GSMiEdC7SS,1,0.2263,0.091,0.909,0.0
175,"Cisco witnesses a jump business since the demonetisation move, which made it open its first global digital centre. https://t.co/nPuewDSRmb",1,0.0,0.0,1.0,0.0
176,"Demonetisation led to great movement towards digitisation: @arunjaitley 
https://t.co/hugvk9Ci83
@rsprasad… https://t.co/bkTcLLbxS6",1,0.6249,0.291,0.709,0.0
177,"@JammuKashmir5 Fake currencies from pak, has stopped due to demonetisation. Terrorists forced to turn into bank looters.",0,-0.9022,0.0,0.518,0.482
178,"@kaul_vivek This..., I agree. I think the govt is fudging the data/numbers masking the weekeness in economy post demonetisation.",0,0.3612,0.135,0.865,0.0
179,PM Modi's demonetisation brings GDP down to 6.1 per cent: Top economists stand vindicated https://t.co/gRlZjyi7bV,0,0.5574,0.261,0.739,0.0
180,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/2k0pOvaBV5 via @FinancialXpress,2,0.6249,0.272,0.728,0.0
181,"Cisco says jump in business post demonetisation, opens first digital centre https://t.co/Xuv8naHIdm via @FinancialXpress",3,0.0,0.0,1.0,0.0
182,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/DRc7qH850R https://t.co/3o8AmJmO0Q",0,0.6249,0.291,0.709,0.0
