,Tweet,Favourites,Compound,Positive,Neutral,Negative
50,@narendramodi_in @arunjaitley Demonetisation led to Digitization which finally lead to purely transparent governanc… https://t.co/aa23iYMin6,0,0.0,0.0,1.0,0.0
51,@ramanmann1974 @mkvenu1 @rajnathsingh @PMOIndia @Devinder_Sharma @RURALINDIA @kamaaaa6 @ambkcsingh @srivatsayb Just… https://t.co/qKKoh8zmgt,1,0.0,0.0,1.0,0.0
52,Today read news paper still Dere is runing black money what's about Demonetization where is Corruption free country.,0,0.5106,0.163,0.837,0.0
53,So now almost everywhere the surprising acceptance of @paytm or 💳 had started during @rbi #Demonetisation has stopped! #Cash is back &amp; how!🤔,0,0.5454,0.206,0.722,0.072
54,And suddenly the govt has to solve some real agrarian issues instead of talking of its noise making decisions  like demonetization.,0,0.5106,0.185,0.815,0.0
55,Class 12 Economics Project on Demonetisation: https://t.co/DKKowCuZJv via @YouTube,0,0.0,0.0,1.0,0.0
56,@PMOIndia @narendramodi @RBI @arunjaitley @SushmaSwaraj UPA grabed pblic mony bt NDA grabing hardearned mony of millions NRI #demonetization,0,0.0,0.0,1.0,0.0
57,@ChrisRGun you can't be THIS stupid. you're trolling for dollars aren't you? did that YT demonetization hurt ya?,0,-0.2462,0.123,0.71,0.167
58,"#FarmersStrike #DeMonetisation #Intolerance #Jumla #EVMscam #DUprotest these &amp; other tags will decide 2019 results !!!
Not the advt on 📺",0,0.0,0.0,1.0,0.0
59,This is a thoughtless decision like #DeMonetisation ! https://t.co/6lkRWys10q,0,-0.2003,0.232,0.463,0.305
60,"Digitisation was most difficult thing to achieve in Indian society, demonetisation did instantly, GDP growth will f… https://t.co/dyh0wJ0TLU",0,-0.0498,0.122,0.748,0.131
61,"Excellent! He had no role to play in demonetisation also, I guess! https://t.co/xAqCFraAxO",0,0.6688,0.374,0.503,0.123
62,DEMONETIZATION LEAD TO A GREAT MOVEMENT TOWARDS “DIGITIZATION”: Arun Jaitley https://t.co/cNTgklM3j7,0,0.7034,0.349,0.651,0.0
63,"FDs, personal loans during demonetisation at Coop Banks, NBFCs under #tax dept lens
https://t.co/xFYTx1MhdL",1,0.0,0.0,1.0,0.0
64,When corruption is the norm of a sitting government how would one count it Sir? #DeMonetisation has been an... https://t.co/lb4Co4AnSn,0,0.0,0.0,1.0,0.0
65,When corruption is the norm of a sitting government how would one count it Sir? #DeMonetisation has been an unparal… https://t.co/j4xedm7dIE,0,0.0,0.0,1.0,0.0
66,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/6BEQaQOXBI https://t.co/uOSQnd0Yw1",0,0.6249,0.291,0.709,0.0
67,"#India : Despite PM Narendra Modi's reform measures, why #farmers are angry https://t.co/UP8FXsUhBP via @indiatoday",0,-0.5106,0.0,0.798,0.202
68,@india_samvad We believe Kitten Rijiju just like when he said FICN stopped post demonetization. https://t.co/yCspz4t6rg,0,0.1531,0.144,0.747,0.109
69,@aartic02 All because of demonetisation 😂😂😂 fucking they r soo keen of taking credits na,0,0.6444,0.305,0.695,0.0
70,@Froger_19 @SushilSinghrLun @rameshlaus @Rajaroysaha Chutiye..Dangal had xmas new year on sunday with demonetizatio… https://t.co/FnTxK8Cqwc,0,0.0,0.0,1.0,0.0
71,@madhukishwar @pGurus1 NDTV discussed Demonetization as if Modi had launched a nuclear attack on its own countrymen… https://t.co/Sj3sNiyPnq,0,-0.3818,0.077,0.765,0.158
72,"#news #summary: modi, paytm &amp; midnight demonetization: june market strategy https://t.co/Q4q9fadNWi",0,0.0,0.0,1.0,0.0
73,#news #summary:  #demonetisation led to 'great  #movement'  #towards  #digitisation:  #arun  #jaitley https://t.co/YyU1PI8x2w,0,0.6249,0.272,0.728,0.0
74,Demonetisation led to great movement towards digitisation. https://t.co/89zDYiNWeC,0,0.6249,0.369,0.631,0.0
75,#news #summary:  #demonetisation led to 'great  #movement'  #towards  #digitisation:  #arun  #jaitley https://t.co/rnUv3yByAa,0,0.6249,0.272,0.728,0.0
76,I liked a @YouTube video https://t.co/aj5KYSuGOj RSS Ideologue Gurumurthy Full Interview On Demonetization,0,0.4215,0.219,0.781,0.0
77,@ARKblockchain Big price surge waiting to start when India realizes potential. Recent demonetisation has left a lot… https://t.co/fad6LXhP7t,0,0.0,0.0,1.0,0.0
78,#news #summary:  #demonetisation led to 'great  #movement'  #towards  #digitisation:  #arun  #jaitley https://t.co/qraPNnceLB,0,0.6249,0.272,0.728,0.0
79,How Demonetization Affected Travelers From Around The World https://t.co/dbuSSTfWTo #lifehacks,0,-0.1531,0.0,0.849,0.151
80,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/QBbkXMMPAS https://t.co/iXiYjQstKO",0,0.6249,0.291,0.709,0.0
81,#news #summary:  #demonetisation led to 'great  #movement'  #towards  #digitisation:  #arun  #jaitley https://t.co/71XBQftCKE,0,0.6249,0.272,0.728,0.0
82,"While Modi's demonetization did numbers on Indian economy, it totally ruined Indian farmer who was pushed back to the age of bartering.",0,-0.5256,0.0,0.861,0.139
83,#Demonetisation &amp; poor MSP have broken the back of farmers..@narendramodi policies has been tragic for Rural India. https://t.co/fi9mnxzDvB,27,-0.8481,0.0,0.62,0.38
84,@ANI_newsAll due2 Demonetisation &amp;💰Crunch;WagesCdn'tBpaidBy MSME2Poor labourers;Farmers&amp;BPL 👨affected;Qn of Investment didn't ariseBadPolicy,0,0.0,0.0,1.0,0.0
85,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/qI48gxDJIn,0,0.6249,0.313,0.687,0.0
86,This explains it. (Thoughts on YouTube Demonetization) https://t.co/7zKBG45A3L,0,0.0,0.0,1.0,0.0
87,I added a video to a @YouTube playlist https://t.co/VmzK27TWR0 demonetization in India | Interview @ VIT,0,0.0,0.0,1.0,0.0
88,"Demonetisation led to a 'Substantial Movement' towards Digitisation, says Arun Jaitley https://t.co/xSt03oYT7Q via @narendramodi",0,0.2023,0.13,0.87,0.0
89,@santanusoni @parthasakhadas @bagchipratim @swatrisha @lovely9821 @sampadscales @sarkar_swati @amritabhinder That's… https://t.co/y0GVHGzajP,3,0.0,0.0,1.0,0.0
90,"Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/R0XzPqgC6e",0,-0.5106,0.0,0.784,0.216
91,"Earlier Modi said to hang him if demonetization fails; Now this guy.
One of you please please keep your word ! https://t.co/cbkWCvE90Z",0,0.2714,0.19,0.701,0.109
92,"Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/FifvcG3i7H  #Yugvani",0,-0.5106,0.0,0.798,0.202
93,"What if a President of any Party address him:
*Tadipar* bahut Shana Tha, Demonetization se pehle zameen khareed li… https://t.co/2dLZMJyuOm",0,0.4019,0.13,0.87,0.0
94,@bagchipratim @sangeetasingh77 @swatrisha @lovely9821 @sampadscales @sarkar_swati @amritabhinder @parthasakhadas Mu… https://t.co/0Cu6X6WUEi,4,0.0,0.0,1.0,0.0
95,"Retweeted narendramodi_in (@narendramodi_in):

Demonetisation led to great movement towards digitisation:... https://t.co/dP9BEGzZPI",0,0.6249,0.291,0.709,0.0
96,@BTLordz Demonetization?,0,0.0,0.0,1.0,0.0
97,Blog: India’s Demonetization and White Label #ATMs Impact #CIT Market https://t.co/uQptVpFoOz #mrx #securitymarket… https://t.co/2trFexDzrt,0,0.0,0.0,1.0,0.0
98,"scroll_in: Brexit for May, beef and demonetisation for Modi: economics takes a back seat to politics https://t.co/2iCsAb35lX",0,0.0,0.0,1.0,0.0
99,"Brexit for May, beef and demonetisation for Modi: economics takes a back seat to politics https://t.co/vbrO4GUzFT",5,0.0,0.0,1.0,0.0
100,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/VFe8jwU0Ft
@arunjaitley… https://t.co/L15EHBEYVJ",1,0.6249,0.272,0.728,0.0
101,Demonetization https://t.co/IuJvpwup1x,0,0.0,0.0,1.0,0.0
102,"Despite PM Narendra Modi's reform measures, why farmers are angry
PrabhashRinkoo
https://t.co/Br6lAMrLhK https://t.co/PklM4X1iB8",0,-0.5106,0.0,0.784,0.216
103,"Despite PM Narendra Modi's reform measures, why farmers are angry
@PrabhashRinkoo
https://t.co/JCWbYm9Sic https://t.co/BocLf6JtrY",25,-0.5106,0.0,0.784,0.216
104,You are great Sir. I was blocked for by Dr. Swamy for my tweet that it is bad to criticise AJ for bad implementatio… https://t.co/wb46wQmGxU,1,-0.7845,0.117,0.541,0.342
105,@Gowrang_C @VedantIndia @VibhorShukla4 @RazdanNidhi YaDa yada. Enuf of Demonetisation wailing. Black money holders took a hit. Period.,0,0.0,0.0,1.0,0.0
106,"New post in nwtt: ""The counterbalance to technological unemployment is the demonetization of living""
- Peter Diama… https://t.co/0hHTFDNaOA",0,-0.4404,0.0,0.847,0.153
107,Thanks to demonetization! https://t.co/itEOt3box2,0,0.4926,0.516,0.484,0.0
108,That's how Sanghis spreads propaganda! Don't forget he is d one who advised Demonetisation to Modi which killed 150… https://t.co/wPg0zBxBzG,0,-0.7291,0.068,0.654,0.278
109,"Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/gRq4QRJqrS https://t.co/zUyfUvjzKW",0,-0.5106,0.0,0.798,0.202
110,"@girishkuber @ChouhanShivraj @BJP4India @narendramodi He is following the footsteps of our PM, PM was crying during… https://t.co/16tUfwaFm8",1,-0.4767,0.0,0.838,0.162
111,After 7 month demonetization effect not ended...there are no money in chest. BAD DAY CAME ...PM G.,0,-0.5179,0.094,0.696,0.21
112,@no1_mra @SriRambha @riddhi0698 @0fficePMO @MajuKhan9 @RehanSi43223263 @singhpawanveer @Balinde64782582… https://t.co/EpTlGdjmei,0,0.0,0.0,1.0,0.0
113,@ajitj1 @sanjukta .to Muslim rules and in Central Asian markets. Also 17th century version of demonetization. Read… https://t.co/gU6twpyrVE,0,0.0,0.0,1.0,0.0
114,"New form of #DeMonetisation , ₹ 10 coins are not accepted in #Pune Market's. Trust deficit / mislead campaign? @RBI @Dev_Fadnavis @PMOIndia",0,-0.0552,0.139,0.672,0.19
115,"Must have been reading The Wire. But apparently didn't hear about church attacks, ghar/award-wapasi, intolerance, d… https://t.co/M7gdtQJVDw",0,-0.4404,0.0,0.847,0.153
116,@scroll_in Demonetisation has destroyed the entire economy. Its jus dat others are managing on buffer. Time will hv… https://t.co/IR0bdsPdqQ,0,-0.4939,0.0,0.849,0.151
117,Demonetisation led to #39;great movement#39; towards digitisation: Arun… https://t.co/sG9GmIhorH #economy… https://t.co/OKfqA8Rlop,0,0.0,0.0,1.0,0.0
118,"If robots take our jobs, PeterDiamandis suggests a silver lining: the demonetization of living. Who needs money? https://t.co/TNzILmI4LA",0,0.0,0.0,1.0,0.0
119,"If robots take our jobs, @PeterDiamandis suggests a silver lining: the demonetization of living. Who needs money? https://t.co/HdFAbcb7dO",3,0.0,0.0,1.0,0.0
120,@BJP4Delhi #3yearsofModiGovt - all OK but job R no where near. Many Co's closed after demonetisation. All promises R 4 self satisfaction .,0,0.7519,0.354,0.538,0.108
121,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/G9QixWHGC9,0,0.6249,0.313,0.687,0.0
122,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/cM1sgW3RbX https://t.co/JRUDduQb83",0,0.6249,0.291,0.709,0.0
123,"DEMONETISATION, BS 3 and now GST #how many experiment will done @PMOIndia sb @arunjaitley sb #need to check yoursel… https://t.co/2zIYjEh2jn",0,0.0,0.0,1.0,0.0
124,Effects of Demonetisation https://t.co/I40ZhrGv0G,0,0.0,0.0,1.0,0.0
125,@IndianExpress @MVenkaiahNaidu BJP Govt has not disclosed money collected after demonetisation.,0,0.0,0.0,1.0,0.0
126,"RBI warned central govt that Farmers loan waiver could shake the economy of country.
Dear RBI, what Demonetization has done to the economy?😕",3,-0.0516,0.098,0.758,0.144
127,@indiatvnews itna bada jhoot...wat abt demonetization..the biggest ever corruption of world...u dont have moral to speak on corruption,0,0.0,0.0,1.0,0.0
128,"@narendramodi Sir, with all the hard work done on demonetization, now no difference. All merchants resisting to accept digital payments.",0,0.0,0.112,0.733,0.155
129,"Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/itH5p1DvsS https://t.co/4vrYbtYpM4",0,-0.5106,0.0,0.798,0.202
130,#cash #Cashless 1 author encyclopedia site:Modi's #demonetisation -boon/bane for India https://t.co/NEVZRCrTaz https://t.co/cKnXGvoN9c,0,0.0,0.0,1.0,0.0
131,#Demonetisation led to movement towards digitisation: Arun Jaitley https://t.co/wjClU0Nmnw #GST #tax @arunjaitley,0,0.0,0.0,1.0,0.0
132,@firstpost #Demonetisation had killed all infiltrators &amp; fake currency rackets then where are these jokers coming from?,0,-0.8225,0.0,0.664,0.336
133,Its been almost 8 months since demonetisation was announced but the debate is never over on Twitter. NEVER. https://t.co/U6vcxijN4E,0,0.0,0.0,1.0,0.0
134,#GST Is Coming And With It Comes A #DEMONetisation #Grudge Too... https://t.co/06H6o1Rekx,2,0.0,0.0,1.0,0.0
135,"@PIB_India @GoI_MeitY @UIDAI @MIB_India Mallya uncaught
Black money not back
IPL betting now charity
Temple gold un… https://t.co/GYedswM2U8",0,0.4215,0.141,0.859,0.0
136,@Swamy39 All the effect of demonetisation,0,0.0,0.0,1.0,0.0
137,@YouTube Nor do you have a system in place where you could warn of potential demonetization before a video is published. Wtf is this?,0,-0.6369,0.0,0.794,0.206
138,Demonetisation led to great movement towards digitisation: Arun Jaitley https://t.co/BeWxQeptqe,0,0.6249,0.313,0.687,0.0
139,"India’s property market quickly recovering following demonetization
https://t.co/1IZF7GsnXK",3,0.0,0.0,1.0,0.0
140,"Demonetisation led to great movement towards digitisation: Arun Jaitley
https://t.co/uPA8ycL2QH https://t.co/96p1Iadjhx",3,0.6249,0.291,0.709,0.0
141,@IndianExpress In BJP Govt. Demonetisation many Politicians n Business Tycoons benefited from Corruption n Black-money in to White,0,0.0,0.0,1.0,0.0
142,"@AAPforINDIA :Modi has already done lot of crimes like Demonetization,Cow Notification,GST,EVM's vote robbery,Adani… https://t.co/BvshgfbbCK",1,0.3612,0.161,0.839,0.0
143,Modi govt should propose some serious anticipating techniques to reduce the effect of demonetization! #Actual_Problem  #Shivraj4Peace,0,-0.1511,0.0,0.904,0.096
144,"#DeMonetisation was done for Ambani.
How?
You can see why Jio is launched. Connect the dots.
Me : 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1,0.128,0.081,0.919,0.0
145,"#India #News | Despite PM Narendra Modi's reform measures, why farmers are angry - India… https://t.co/M7NTIwxUHQ",1,-0.5106,0.0,0.798,0.202
146,@SarcasticRofl @Madhu4INC @shishirgamang @INCOdisha @OfficeOfRG @saptagiriulaka ok lets talk about nov8th note band… https://t.co/D0NEhoi3QC,0,0.296,0.145,0.855,0.0
147,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/880CN7M0NZ https://t.co/eTfebOvX9B",0,0.6249,0.291,0.709,0.0
148,"#India - Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/JLMw6CVrI6",0,-0.5106,0.0,0.798,0.202
149,"Demonetisation bankrupted 50% , RERA will finish the rest. Building industry will become corporatised?",0,0.0,0.0,1.0,0.0
150,Apparently GOI wanted to cut urjit time during demonetization from his vacation time. Urjit objected.  Thus the bad… https://t.co/ePSMQEtgFK,0,-0.2732,0.0,0.896,0.104
151,"Demonetisation bankrupted 50% , RERA will finish the rest. Building industry will become corporatised?",0,0.0,0.0,1.0,0.0
152,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/SwYTn3e3Km",0,0.0,0.0,1.0,0.0
153,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/GPkv2kj9GK",0,0.0,0.0,1.0,0.0
154,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/oiEu1yhYvj",0,0.0,0.0,1.0,0.0
155,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/D8DVvmnEml",0,0.0,0.0,1.0,0.0
156,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/EZcgosjrMP",0,0.0,0.0,1.0,0.0
157,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/GCS9dmtult",0,0.0,0.0,1.0,0.0
158,"#Cisco witnesses a jump business since the #demonetisation move which made it open its first #global #digital centre
https://t.co/X6R8nLnMog",0,0.0,0.0,1.0,0.0
159,"If you still believe that banks call you for ur information then u need to read this
#cybercrime
https://t.co/r4GsutNuJn",0,0.0,0.0,1.0,0.0
160,"Demonetisation bankrupted 50% , RERA will finish the rest. Building industry will become corporatised?",1,0.0,0.0,1.0,0.0
161,"Demonetisation bankrupted 50% , RERA will finish the rest. Building industry will become corporatised?",0,0.0,0.0,1.0,0.0
162,"India Today: Despite PM Narendra Modi's reform measures, why farmers are angry. https://t.co/PhyZrXCeGW",0,-0.5106,0.0,0.784,0.216
163,"Demonetisation bankrupted 50% , RERA will finish the rest. Building industry will become corporatised?",0,0.0,0.0,1.0,0.0
164,"Demonetisation led to great movement towards digitisation: Arun Jaitley
 https://t.co/zIXi0LeRtv https://t.co/qA5E4R9yeX",0,0.6249,0.291,0.709,0.0
165,"@LunaVeg87 @thebronxblogger @YazaNico end result of YT's new demonetization policies? makes it hard to make a buck,… https://t.co/CfUg3VuCWU",5,-0.1027,0.0,0.92,0.08
166,On #Digital Mode; #Demonetisation led to great movement towards #digitisation @arunjaitley #TransformingIndia https://t.co/d5QPWPsWrt,0,0.6249,0.255,0.745,0.0
167,"@firstpost Modi already gave his life thrice, first fr attack on minorities, second for attack on dalits and third… https://t.co/VcqCuHjyCl",3,-0.7351,0.0,0.744,0.256
168,@BJP4India @AmitShah Demonetization was pro - poor#anti - CORRUPTION action#unity of nation &amp; TRUST in PM Modi's leadership confirmed .,0,0.6166,0.201,0.799,0.0
169,"@FekuBuster Heard recently of PRRR? CBI raids? Rahul &amp; Soniya out on bail, demonetization, surgical strikes. Prosec… https://t.co/ExiESFSgge",0,-0.4329,0.0,0.856,0.144
170,And I thought Demonetisation killed terrorism https://t.co/mz8R9cCzXP,0,-0.8779,0.0,0.305,0.695
171,8 November marg? The day of demonetisation? https://t.co/8rv8deTLNX,1,0.0,0.0,1.0,0.0
172,"Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/CV7gzj7bNZ",0,-0.5106,0.0,0.784,0.216
173,Despite PM @narendramodi reform measures @adhia03 @amitabhk87 @arvindsubraman @arunjaitley why farmers are angry https://t.co/pXwHeZFDDY,0,-0.5106,0.0,0.798,0.202
174,"#demonetisation made a bad drought worse- income shock, credit, and suicide.
 https://t.co/E10cW6bH2S via @scroll_in",0,-0.9022,0.107,0.329,0.564
175,"#SupportModi #NarendraModi Despite PM Narendra Modi's reform measures, why farmers are angry - India Today https://t.co/caYnmDGTsU",1,-0.5106,0.0,0.809,0.191
176,"Despite PM Narendra Modi's reform measures, why farmers are angry
PrabhashRinkoo
https://t.co/Br6lAMrLhK https://t.co/xBnvwgzTBr",0,-0.5106,0.0,0.784,0.216
177,Is there any bigger scam than the recent demonetization ???,0,-0.6416,0.0,0.68,0.32
178,"Despite PM Narendra Modi's reform measures, why farmers are angry https://t.co/HBW041JxYp",0,-0.5106,0.0,0.752,0.248
179,"Despite PM Narendra Modi's reform measures, why farmers are angry
@PrabhashRinkoo
https://t.co/JCWbYm9Sic https://t.co/rRr5YAvPVY",26,-0.5106,0.0,0.784,0.216
180,"People still facing #demonetization problems, @PMOIndia @narendramodi @PUMA https://t.co/r1EaPwHVBq",0,-0.4019,0.0,0.748,0.252
181,"What they told you how demonetisation would improve your looks 
Vs. 
Well, June 2017 https://t.co/7fX7Cfzx64",1,0.6124,0.278,0.722,0.0
182,Mobile Wallets: Q1-CY17 carried forward the momentum of Q4’16 as the effect of demonetization continued to surge -… https://t.co/rhauXuigof,0,0.0,0.0,1.0,0.0
183,On #Digital Mode; #Demonetisation led to great movement towards #digitisation @arunjaitley #TransformingIndia https://t.co/ANxB1d2BEP,3,0.6249,0.255,0.745,0.0
184,On #Digital Mode; #Demonetisation led to great movement towards #digitisation @arunjaitley #TransformingIndia https://t.co/rMRuexf5Wc,1,0.6249,0.255,0.745,0.0
